aliasNames,shortName
http://www.gnu.org/licenses/why-affero-gpl.html,spdx/AGPL-1.0
http://www.gnu.org/prep/maintain/html_node/license-notices-for-other-files.html,spdx/FSFAP
http://www.gnu.org/software/classpath/license.html,spdx/GPL-2.0-with-classpath-exception
http://www.gwtproject.org/terms.html,spdx/BSD-3-Clause
http://www.gzip.org/zlib/zlib license.html,spdx/Zlib
http://www.gzip.org/zlib/zlib_license.html,spdx/Zlib
http://www.h2database.com/html/license.html,Approved/BSD-3-Clause for HSQL Development Group
http://www.hacktivismo.com/about/hessla.php,FSF/HESSLA
http://www.handle.net/python licenses/python1.6 9-5-00.html,FSF/Python1.6b1
http://www.ibiblio.org/maven2/com/bea/xml/jsr173-ri/1.0/jsr173-ri-1.0-license.txt,Approved/Java Specification Participation Agreement
http://www.ibm.com/developerworks/opensource/library/os-i18n2/os-ipl.html,spdx/IPL-1.0
http://www.imagemagick.org/script/license.php,spdx/ImageMagick
http://www.info-zip.org/license.html,spdx/Info-ZIP
http://www.isc.org/downloads/software-support-policy/isc-license/,spdx/ISC
http://www.isc.org/software/license,spdx/ISC
http://www.jcraft.com/jsch/license.txt,spdx/BSD-3-Clause
http://www.jcraft.com/jzlib/license.txt,spdx/BSD-3-Clause
http://www.json.org/license.html,spdx/JSON
http://www.jython.org/license.html,spdx/CNRI-Jython
http://www.jython.org/project/license.txt,spdx/Python-2.0
http://www.latex-project.org/lppl/lppl-1-0.txt,spdx/LPPL-1.0
http://www.latex-project.org/lppl/lppl-1-1.txt,spdx/LPPL-1.1
http://www.latex-project.org/lppl/lppl-1-2.txt,spdx/LPPL-1.2
http://www.latex-project.org/lppl/lppl-1-3a.txt,spdx/LPPL-1.3a
http://www.latex-project.org/lppl/lppl-1-3c.txt,spdx/LPPL-1.3c
http://www.lemis.com/grog/unix/ancient-source-all.pdf,spdx/Caldera
http://www.libpng.org/pub/png/src/libpng-license.txt,spdx/Libpng
http://www.linfo.org/bsdlicense.html,spdx/BSD-2-Clause-FreeBSD
http://www.megginson.com/sax/copying.html,spdx/SAX-PD
http://www.microsoft.com/opensource/licenses.mspx,spdx/MS-PL
http://www.mojohaus.org/cobertura-maven-plugin/license.html,spdx/Apache-2.0
http://www.mozilla.org/mpl/2.0/,spdx/MPL-2.0
http://www.mozilla.org/mpl/2.0/index.txt,spdx/MPL-2.0
http://www.mozilla.org/mpl/mpl-1.0.html,spdx/MPL-1.0
http://www.mozilla.org/mpl/mpl-1.1.html,spdx/MPL-1.1
http://www.mozilla.org/mpl/npl/1.0/,spdx/NPL-1.0
http://www.mozilla.org/mpl/npl/1.1/,spdx/NPL-1.1
http://www.ncftp.com/ncftp/doc/license.txt,spdx/ClArtistic
http://www.netbeans.org/about/legal/spl.html,Approved/CDDL + GPL-2.0-with-classpath-exception
http://www.netbsd.org/about/redistribution.html#default,spdx/BSD-2-Clause-NetBSD
http://www.objectweb.org/,spdx/BSD-3-Clause
http://www.oclc.org/research/activities/software/license/v2final.htm,spdx/OCLC-2.0
http://www.oculusvr.com/licenses/license-3.1,FSF/OculusRift
http://www.opencascade.com/content/occt-public-license,spdx/OCCT-PL
http://www.opendatacommons.org/licenses/odbl/1.0/,spdx/ODbL-1.0
http://www.opengeospatial.org/ogc/legal,Approved/OGC legal NOTICE
http://www.opengroup.org/testing/downloads/the_open_group_tsl.txt,spdx/OGTSL
http://www.opengroup.org/x/xlicense.html,spdx/X11
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=1cae062821881f41b73012ba816434897abf4205,spdx/OLDAP-2.6
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=37b4b3f6cc4bf34e1d3dec61e69914b9819d8894,spdx/NBPL-1.0
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=42b0383c50c299977b5893ee695cf4e486fb0dc7,spdx/OLDAP-1.2
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=470b0c18ec67621c85881b2733057fecf4a1acc3,spdx/OLDAP-2.2
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=47c2415c1df81556eeb39be6cad458ef87c534a2,spdx/OLDAP-2.7
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=4bc786f34b50aa301be6f5600f58a980070f481e,spdx/OLDAP-2.2.1
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=6852b9d90022e8593c98205413380536b1b5a7cf,spdx/OLDAP-2.5
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=806557a5ad59804ef3a44d5abfbe91d706b0791f,spdx/OLDAP-1.1
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=b0d176738e96a0d3b9f85cb51e140a86f21be715,spdx/OLDAP-2.1
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=b6d68acd14e51ca3aab4428bf26522aa74873f0e,spdx/OLDAP-2.0.1
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=c9f95c2f3f2ffb5e0ae55fe7388af75547660941,spdx/OLDAP-1.4
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=cbf50f4e1185a21abd4c0a54d3f4341fe28f36ea,spdx/OLDAP-2.0
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=cd1284c4a91a8a380d904eee68d1583f989ed386,spdx/OLDAP-2.4
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=d32cf54a32d581ab475d23c810b0a7fbaf8d63c3,spdx/OLDAP-2.3
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=df2cc1e21eb7c160695f5b7cffd6296c151ba188,spdx/OLDAP-2.2.2
http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=license;hb=e5f8117f0ce088d0bd7a8e18ddf37eaa40eb09b1,spdx/OLDAP-1.3
http://www.openldap.org/license.htm,spdx/OLDAP-2.8
http://www.openldap.org/software/release/license.html,spdx/OLDAP-2.8
http://www.openoffice.org/licenses/sissl_license.html,spdx/SISSL-1.1
http://www.opensource.apple.com/cdl/,FSF/ACDL
http://www.opensource.apple.com/license/apsl/,spdx/APSL-2.0
http://www.opensource.apple.com/source/ioserialfamily/ioserialfamily-7/apple_license,spdx/APSL-1.1
http://www.opensource.apple.com/source/tcl/tcl-5/tcl/generic/regfronts.c,spdx/Spencer-99
http://www.opensource.org/licenses/apache-2.0,spdx/Apache-2.0
http://www.opensource.org/licenses/apache2.0.php,spdx/Apache-2.0
http://www.opensource.org/licenses/apl-1.0,spdx/APL-1.0
http://www.opensource.org/licenses/artistic-license-2.0.php,spdx/Artistic-2.0
http://www.opensource.org/licenses/attribution,spdx/AAL
http://www.opensource.org/licenses/bsd-2-clause,spdx/BSD-2-Clause
http://www.opensource.org/licenses/bsd-3-clause,spdx/BSD-3-Clause
http://www.opensource.org/licenses/bsd-license,spdx/BSD-2-Clause
http://www.opensource.org/licenses/bsd-license.html,spdx/BSD-2-Clause
http://www.opensource.org/licenses/bsd-license.php,spdx/BSD-2-Clause
http://www.opensource.org/licenses/cddl-1.0,spdx/CDDL-1.0
http://www.opensource.org/licenses/cddl1,spdx/CDDL-1.1
http://www.opensource.org/licenses/cddl1.php,spdx/CDDL-1.1
http://www.opensource.org/licenses/cddl1.txt,spdx/CDDL-1.0
http://www.opensource.org/licenses/cnri-python,spdx/CNRI-Python
http://www.opensource.org/licenses/cpal-1.0,spdx/CPAL-1.0
http://www.opensource.org/licenses/cpl1.0,spdx/CPL-1.0
http://www.opensource.org/licenses/cpl1.0.txt,spdx/CPL-1.0
http://www.opensource.org/licenses/ecl2.txt,spdx/ECL-2.0
http://www.opensource.org/licenses/eclipse-1.0,spdx/EPL-1.0
http://www.opensource.org/licenses/fair,spdx/Fair
http://www.opensource.org/licenses/frameworx-1.0,spdx/Frameworx-1.0
http://www.opensource.org/licenses/gpl-3.0,spdx/GPL-3.0
http://www.opensource.org/licenses/hpnd,spdx/HPND
http://www.opensource.org/licenses/intel-open-source-license.html,spdx/Intel-ACPI
http://www.opensource.org/licenses/ipa,spdx/IPA
http://www.opensource.org/licenses/ipl-1.0,spdx/IPL-1.0
http://www.opensource.org/licenses/lgpl-2.1,spdx/LGPL-2.1
http://www.opensource.org/licenses/lgpl-2.1.php,spdx/LGPL-2.1
http://www.opensource.org/licenses/lgpl-3.0,spdx/LGPL-3.0
http://www.opensource.org/licenses/lgpl-license.php,spdx/LGPL-3.0
http://www.opensource.org/licenses/miros,spdx/MirOS
http://www.opensource.org/licenses/mit,spdx/MIT
http://www.opensource.org/licenses/mit-license,spdx/MIT
http://www.opensource.org/licenses/mit-license.php,spdx/MIT
http://www.opensource.org/licenses/motosoto,spdx/Motosoto
http://www.opensource.org/licenses/mozilla1.1,spdx/MPL-1.1
http://www.opensource.org/licenses/multics,spdx/Multics
http://www.opensource.org/licenses/naumen,spdx/Naumen
http://www.opensource.org/licenses/ngpl,spdx/NGPL
http://www.opensource.org/licenses/nokia,spdx/Nokia
http://www.opensource.org/licenses/nosl3.0,spdx/NPOSL-3.0
http://www.opensource.org/licenses/ntp,spdx/NTP
http://www.opensource.org/licenses/php-3.0,spdx/PHP-3.0
http://www.opensource.org/licenses/python-2.0,spdx/Python-2.0
http://www.opensource.org/licenses/rpl-1.5,FSF/RPL
http://www.opensource.org/licenses/rscpl,spdx/RSCPL
http://www.opensource.org/licenses/simpl-2.0,spdx/SimPL-2.0
http://www.opensource.org/licenses/sleepycat,spdx/Sleepycat
http://www.opensource.org/licenses/spl-1.0,spdx/SPL-1.0
http://www.opensource.org/licenses/vsl-1.0,spdx/VSL-1.0
http://www.opensource.org/licenses/watcom-1.0,spdx/Watcom-1.0
http://www.opensource.org/licenses/wxwindows,spdx/WXwindows
http://www.opensource.org/licenses/zlib-license,spdx/Zlib
http://www.openssl.org/source/license.html,spdx/OpenSSL
http://www.openssl.org/source/license.html.,spdx/OpenSSL
http://www.oracle.com/technetwork/database/berkeleydb/downloads/jeoslicense-086837.html,FSF/BerkeleyDB
http://www.oracle.com/technetwork/licenses/distribution-license-152002.html,Approved/Oracle Technology Network License Agreement
http://www.osetfoundation.org/public-license,spdx/OSET-PL-2.1
http://www.perlfoundation.org/artistic_license_2_0,spdx/Artistic-2.0
http://www.phorum.org/license.txt,FSF/Phorum
http://www.php.net/license/3 01.txt,spdx/PHP-3.01
http://www.php.net/license/3_0.txt,spdx/PHP-3.0
http://www.php.net/license/3_01.txt,spdx/PHP-3.01
http://www.postgresql.org/about/licence,spdx/PostgreSQL
http://www.postgresql.org/about/licence/,spdx/PostgreSQL
http://www.publicsource.apple.com/apsl/,spdx/APSL-1.2
http://www.python.org/download/releases/1.6.1/download_win/,spdx/CNRI-Python-GPL-Compatible
http://www.pythonware.com/products/pil/license.htm,Approved/Python Imaging Library License
http://www.quickfixengine.org/quickfix/doc/html/license.html,Approved/QuickFIX License
http://www.quickfixj.org/documentation/license.html,Approved/QuickFIX License
http://www.rosenlaw.com/afl3.0.htm,spdx/AFL-3.0
http://www.rosenlaw.com/osl3.0.htm,spdx/OSL-3.0
http://www.ruby-lang.org/en/about/license.txt,spdx/Ruby
http://www.ruby-lang.org/en/license.txt,spdx/Ruby
http://www.samurajdata.se/opensource/mirror/licenses/apsl.php,spdx/APSL-1.2
http://www.saxproject.org/,spdx/SAX-PD
http://www.saxproject.org/copying.html,spdx/SAX-PD
http://www.scala-lang.org/downloads/license.html,Approved/Apache-2.0 + BSD 3-Clause
http://www.scala-lang.org/license.html,Approved/Apache-2.0 + BSD 3-Clause
http://www.scala-lang.org/license/,Approved/Apache-2.0 + BSD 3-Clause
http://www.scala-lang.org/node/146,Approved/Apache-2.0 + BSD 3-Clause
http://www.sdisw.com/openssl.htm,spdx/OpenSSL
http://www.sencha.com/license,Approved/GPL-3.0 + Sencha Licensing Notices
http://www.sendmail.com/pdfs/open_source/sendmail_license.pdf,spdx/Sendmail
http://www.simplemachines.org/about/smf/license.php,ONI/Simple Public License 2.0
http://www.smlnj.org//license.html,spdx/SMLNJ
http://www.spdx.org/licenses/apache-2.0,spdx/Apache-2.0
http://www.spdx.org/licenses/gpl-3.0+,spdx/GPL-3.0+
http://www.srgb.com/usingsrgb.html,Approved/sRGB Profile Licensing Agreement
http://www.sugarcrm.com/crm/spl,spdx/SugarCRM-1.1.3
http://www.sun.com/cddl,Approved/CDDL + GPL-2.0-with-classpath-exception
http://www.sun.com/cddl/cddl.html,Approved/CDDL + GPL-2.0-with-classpath-exception
http://www.svnkit.com/trilead-license.txt,Approved/MIT + donation for Bouncy Castle License
http://www.tcl.tk/software/tcltk/license.html,spdx/TCL
http://www.unicode.org/copyright.html,spdx/Unicode-TOU
http://www.unicode.org/copyright.html#exhibit1,spdx/Unicode-DFS-2016
http://www.unicode.org/copyright.html#license,spdx/ICU
http://www.unidata.ucar.edu/software/netcdf/copyright.html,spdx/NetCDF
http://www.users.on.net/~triforce/glidexp/copying.txt,spdx/Glide
http://www.w3.org/consortium/legal/,spdx/W3C
http://www.w3.org/consortium/legal/2002/copyright-software-20021231,spdx/W3C
http://www.w3.org/consortium/legal/2002/copyright-software-20021231.html,spdx/W3C
http://www.w3.org/consortium/legal/copyright-documents-19990405,spdx/W3C
http://www.w3.org/consortium/legal/copyright-software-19980720,spdx/W3C
http://www.w3.org/consortium/legal/copyright-software-19980720.html,spdx/W3C-19980720
http://www.washington.edu/pine/overview/legal.html,FSF/PINE
http://www.webkit.org/coding/bsd-license.html,spdx/BSD-3-Clause
http://www.webkit.org/coding/lgpl-license.html,spdx/LGPL-2.0
http://www.wtfpl.net/,spdx/WTFPL
http://www.wtfpl.net/txt/copying/,spdx/WTFPL
http://www.xfree86.org/3.3.6/copyright2.html#3,spdx/X11
http://www.xfree86.org/3.3.6/copyright2.html#5,Approved/Peer-Production
http://www.xfree86.org/current/license4.html,spdx/XFree86-1.1
http://www.xinetd.org/license,spdx/xinetd
http://www.xmlpull.org/v1/download/unpacked/license.txt,FSF/PublicDomain
http://www.zend.com/license/2 00.txt,spdx/Zend-2.0
http://www.zimbra.com/legal/zimbra-public-license-1-4,spdx/Zimbra-1.4
http://www.zimbra.com/license/yahoo public license 1.1.html,spdx/YPL-1.1
http://www.zimbra.com/license/yahoo_public_license_1.0.html,spdx/YPL-1.0
http://www.zimbra.com/license/yahoo_public_license_1.1.html,spdx/YPL-1.1
http://www.zlib.net/zlib_license.html,spdx/Zlib
http://www2m.biglobe.ne.jp/~dolphin/lha/lha.htm,FSF/Lha
http://x-stream.github.io/license.html,spdx/BSD-3-Clause
http://xstream.codehaus.com/license.html,spdx/BSD-3-Clause
http://zlib.net/zlib_license.html,spdx/Zlib
https://api.bintray.com/maven/jai-imageio/maven/jai-imageio-jpeg2000,Approved/LICENSE-JJ2000
https://api.github.com/licenses/agpl-3.0,spdx/AGPL-3.0
https://api.github.com/licenses/apache-2.0,spdx/Apache-2.0
https://api.github.com/licenses/bsd-2-clause,spdx/BSD-2-Clause
https://api.github.com/licenses/epl-1.0,spdx/EPL-1.0
https://api.github.com/licenses/gpl-2.0,spdx/GPL-2.0
https://api.github.com/licenses/gpl-3.0,spdx/GPL-3.0
https://api.github.com/licenses/lgpl-2.1,spdx/LGPL-2.1
https://api.github.com/licenses/lgpl-3.0,spdx/LGPL-3.0
https://api.github.com/licenses/mit,spdx/MIT
https://api.github.com/licenses/mpl-2.0,spdx/MPL-2.0
https://api.github.com/licenses/wtfpl,spdx/WTFPL
https://apr.apache.org/,Approved/Apache Software Foundation products NOTICE
https://aws.amazon.com/apache2.0,spdx/Apache-2.0
https://aws.amazon.com/jp/windows/resources/licensing/,Approved/BYOL and Oversubscription
https://bitbucket.org/openrdf/sesame/src/master/core/license.txt,spdx/BSD-3-Clause
https://cdla.io/permissive-1-0,spdx/CDLA-Permissive-1.0
https://cdla.io/sharing-1-0,spdx/CDLA-Sharing-1.0
https://chromium.googlesource.com/chromium/src/+/afb2b4d227b36874c5a165565afbdc6d36daddd5/chrome/test/chromedriver/third_party/googlecode/license,spdx/Apache-2.0
https://cloud.google.com/terms/,Approved/Google Cloud Platform Terms
https://code.google.com/archive/p/jj2000/,Approved/LICENSE-JJ2000
https://creativecommons.org/licenses/by-nc-nd/2.0/legalcode,spdx/CC-BY-NC-ND-2.0
https://creativecommons.org/licenses/by-nc-nd/2.5/legalcode,spdx/CC-BY-NC-ND-2.5
https://creativecommons.org/licenses/by-nc-nd/3.0/legalcode,spdx/CC-BY-NC-ND-3.0
https://creativecommons.org/licenses/by-nc-nd/3.0/us/,Approved/CC-BY-NC-ND-3.0-US
https://creativecommons.org/licenses/by-nc-nd/4.0,spdx/CC-BY-NC-ND-4.0
https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,spdx/CC-BY-NC-ND-4.0
https://creativecommons.org/licenses/by-nc-sa/1.0/legalcode,spdx/CC-BY-NC-SA-1.0
https://creativecommons.org/licenses/by-nc-sa/2.0/legalcode,spdx/CC-BY-NC-SA-2.0
https://creativecommons.org/licenses/by-nc-sa/2.5/legalcode,spdx/CC-BY-NC-SA-2.5
https://creativecommons.org/licenses/by-nc-sa/3.0,spdx/CC-BY-NC-SA-3.0
https://creativecommons.org/licenses/by-nc-sa/3.0/legalcode,spdx/CC-BY-NC-SA-3.0
https://creativecommons.org/licenses/by-nc-sa/4.0,spdx/CC-BY-NC-SA-4.0
https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode,spdx/CC-BY-NC-SA-4.0
https://creativecommons.org/licenses/by-nc/1.0/legalcode,spdx/CC-BY-NC-1.0
https://creativecommons.org/licenses/by-nc/2.0/legalcode,spdx/CC-BY-NC-2.0
https://creativecommons.org/licenses/by-nc/2.5/legalcode,spdx/CC-BY-NC-2.5
https://creativecommons.org/licenses/by-nc/3.0,spdx/CC-BY-NC-3.0
https://creativecommons.org/licenses/by-nc/3.0/legalcode,spdx/CC-BY-NC-3.0
https://creativecommons.org/licenses/by-nc/4.0,spdx/CC-BY-NC-4.0
https://creativecommons.org/licenses/by-nc/4.0/legalcode,spdx/CC-BY-NC-4.0
https://creativecommons.org/licenses/by-nd-nc/1.0/legalcode,spdx/CC-BY-NC-ND-1.0
https://creativecommons.org/licenses/by-nd/1.0/legalcode,spdx/CC-BY-ND-1.0
https://creativecommons.org/licenses/by-nd/2.0/legalcode,spdx/CC-BY-ND-2.0
https://creativecommons.org/licenses/by-nd/2.5/legalcode,spdx/CC-BY-ND-2.5
https://creativecommons.org/licenses/by-nd/3.0/legalcode,spdx/CC-BY-ND-3.0
https://creativecommons.org/licenses/by-nd/4.0/legalcode,spdx/CC-BY-ND-4.0
https://creativecommons.org/licenses/by-sa/1.0/legalcode,spdx/CC-BY-SA-1.0
https://creativecommons.org/licenses/by-sa/2.0,spdx/CC-BY-SA-2.0
https://creativecommons.org/licenses/by-sa/2.0/legalcode,spdx/CC-BY-SA-2.0
https://creativecommons.org/licenses/by-sa/2.5/,spdx/CC-BY-SA-2.5
https://creativecommons.org/licenses/by-sa/2.5/legalcode,spdx/CC-BY-SA-2.5
https://creativecommons.org/licenses/by-sa/3.0,spdx/CC-BY-SA-3.0
https://creativecommons.org/licenses/by-sa/3.0/,spdx/CC-BY-SA-3.0
https://creativecommons.org/licenses/by-sa/3.0/legalcode,spdx/CC-BY-SA-3.0
https://creativecommons.org/licenses/by-sa/3.0/us/,Approved/CC-BY-SA-3.0-US
https://creativecommons.org/licenses/by-sa/4.0,spdx/CC-BY-SA-4.0
https://creativecommons.org/licenses/by-sa/4.0/legalcode,spdx/CC-BY-SA-4.0
https://creativecommons.org/licenses/by/1.0/legalcode,spdx/CC-BY-1.0
https://creativecommons.org/licenses/by/2.0/legalcode,spdx/CC-BY-2.0
https://creativecommons.org/licenses/by/2.5,spdx/CC-BY-2.5
https://creativecommons.org/licenses/by/2.5/legalcode,spdx/CC-BY-2.5
https://creativecommons.org/licenses/by/3.0,spdx/CC-BY-3.0
https://creativecommons.org/licenses/by/3.0/,spdx/CC-BY-3.0
https://creativecommons.org/licenses/by/3.0/legalcode,spdx/CC-BY-3.0
https://creativecommons.org/licenses/by/4.0,spdx/CC-BY-4.0
https://creativecommons.org/licenses/by/4.0/legalcode,spdx/CC-BY-4.0
https://creativecommons.org/licenses/lgpl/2.1/,spdx/LGPL-2.1
https://creativecommons.org/licenses/publicdomain,spdx/CC-BY-1.0
https://creativecommons.org/publicdomain/zero/1.0/,spdx/CC0-1.0
https://creativecommons.org/publicdomain/zero/1.0/legalcode,spdx/CC0-1.0
https://dev.mysql.com/downloads/connector/j/,Approved/Election of GPLv2 for MySQL ConnectorJ
https://directory.fsf.org/wiki/license:aflv3,spdx/AFL-3.0
https://directory.fsf.org/wiki/license:agplv1,spdx/AGPL-1.0
https://directory.fsf.org/wiki/license:apache1.0,spdx/Apache-1.0
https://directory.fsf.org/wiki/license:apache1.1,spdx/Apache-1.1
https://directory.fsf.org/wiki/license:apslv1.x,spdx/APSL-1.2
https://directory.fsf.org/wiki/license:apslv2.0,spdx/APSL-2.0
https://directory.fsf.org/wiki/license:artistic_v1.0,spdx/Artistic-1.0
https://directory.fsf.org/wiki/license:bsd_4clause,spdx/BSD-4-Clause
https://directory.fsf.org/wiki/license:cddlv1.0,spdx/CDDL-1.0
https://directory.fsf.org/wiki/license:cecill-b,spdx/CECILL-B
https://directory.fsf.org/wiki/license:cecill-c,spdx/CECILL-C
https://directory.fsf.org/wiki/license:clearbsd,spdx/BSD-3-Clause-Clear
https://directory.fsf.org/wiki/license:cplv1.0,spdx/CPL-1.0
